
#VARIANT1: clang-3.5 toupper.c -O0 
100000 	591.000000
110000 	653.000000
120000 	659.000000
130000 	720.000000
140000 	768.000000
150000 	856.000000
160000 	904.000000	
150000 	 856.000000
160000 	 904.000000
170000 	 939.000000
180000 	 1003.000000
190000 	 1058.000000
200000 	 1110.000000

#VARIANT2: clang-3.5 toupper.c -O1
100000 	551.000000
110000 	3134.000000
120000 	656.000000
130000 	726.000000
140000 	790.000000
150000 	878.000000
160000 	928.000000
170000 	937.000000
180000 	989.000000
190000 	1049.000000
200000 	1103.000000

#VARIANT3: clang-3.5 toupper.c -O2
100000 	677.000000
110000 	773.000000
120000 	688.000000
130000 	713.000000
140000 	766.000000
150000 	877.000000
160000 	882.000000
170000 	931.000000
180000 	1137.000000
190000 	1051.000000
200000 	1144.000000

#VARIANT4: clang-3.5 toupper.c -O3
100000 	582.000000
110000 	603.000000
120000 	657.000000
130000 	718.000000
140000 	764.000000
150000 	931.000000
160000 	914.000000
170000 	935.000000
180000 	1020.000000
190000 	1042.000000
200000 	1170.000000

